season,date,home_team,away_team,home_goals,away_goals
Championnat D1 2007/2008,02.08.2008,ASAC Concorde,Nasr Sebkha,2,0
Championnat D1 2007/2008,02.08.2008,Police,Tidjikja,0,1
Championnat D1 2007/2008,01.08.2008,Ksar,SNIM,1,0
Championnat D1 2007/2008,01.08.2008,Mauritel Mobile,Armee,0,0
Championnat D1 2007/2008,01.08.2008,Tevragh-Zeina,FC Trarza,3,0
Championnat D1 2007/2008,29.07.2008,Garde Nationale,Nouadhibou,0,0
Championnat D1 2007/2008,26.07.2008,ASAC Concorde,Nouadhibou,1,0
Championnat D1 2007/2008,26.07.2008,Tevragh-Zeina,Mauritel Mobile,0,2
Championnat D1 2007/2008,25.07.2008,Ksar,Armee,3,0
Championnat D1 2007/2008,25.07.2008,Police,Nasr Sebkha,0,0
Championnat D1 2007/2008,25.07.2008,SNIM,Tidjikja,0,1
Championnat D1 2007/2008,19.07.2008,Ksar,ASAC Concorde,0,0
Championnat D1 2007/2008,18.07.2008,Nasr Sebkha,Tidjikja,0,0
Championnat D1 2007/2008,18.07.2008,Nouadhibou,Tevragh-Zeina,0,1
Championnat D1 2007/2008,18.07.2008,Police,Garde Nationale,1,1
Championnat D1 2007/2008,14.07.2008,Armee,SNIM,1,1
Championnat D1 2007/2008,11.07.2008,FC Trarza,Tidjikja,0,2
Championnat D1 2007/2008,05.07.2008,Garde Nationale,SNIM,2,1
Championnat D1 2007/2008,05.07.2008,Police,ASAC Concorde,0,2
Championnat D1 2007/2008,04.07.2008,Armee,Tevragh-Zeina,0,3
Championnat D1 2007/2008,04.07.2008,Ksar,Mauritel Mobile,0,0
Championnat D1 2007/2008,04.07.2008,Nouadhibou,Nasr Sebkha,2,1
Championnat D1 2007/2008,28.06.2008,Armee,ASAC Concorde,0,1
Championnat D1 2007/2008,28.06.2008,Police,Mauritel Mobile,0,4
Championnat D1 2007/2008,27.06.2008,Ksar,Garde Nationale,3,2
Championnat D1 2007/2008,27.06.2008,Nasr Sebkha,Tevragh-Zeina,3,0
Championnat D1 2007/2008,27.06.2008,SNIM,FC Trarza,2,0
Championnat D1 2007/2008,24.06.2008,Tidjikja,Nouadhibou,1,2
Championnat D1 2007/2008,21.06.2008,Armee,Garde Nationale,1,2
Championnat D1 2007/2008,21.06.2008,Ksar,Nouadhibou,0,0
Championnat D1 2007/2008,21.06.2008,Police,FC Trarza,1,2
Championnat D1 2007/2008,21.06.2008,SNIM,Tevragh-Zeina,4,1
Championnat D1 2007/2008,20.06.2008,ASAC Concorde,Tidjikja,2,0
Championnat D1 2007/2008,20.06.2008,Nasr Sebkha,Mauritel Mobile,1,0
Championnat D1 2007/2008,08.06.2008,Armee,Nasr Sebkha,1,3
Championnat D1 2007/2008,08.06.2008,ASAC Concorde,FC Trarza,5,1
Championnat D1 2007/2008,08.06.2008,Garde Nationale,Mauritel Mobile,1,1
Championnat D1 2007/2008,08.06.2008,Ksar,Police,4,2
Championnat D1 2007/2008,08.06.2008,Tevragh-Zeina,Tidjikja,0,2
Championnat D1 2007/2008,31.05.2008,Ksar,Tevragh-Zeina,4,1
Championnat D1 2007/2008,30.05.2008,Armee,Tidjikja,0,3
Championnat D1 2007/2008,30.05.2008,ASAC Concorde,Mauritel Mobile,0,1
Championnat D1 2007/2008,30.05.2008,Nasr Sebkha,Garde Nationale,1,1
Championnat D1 2007/2008,30.05.2008,Nouadhibou,FC Trarza,1,1
Championnat D1 2007/2008,27.05.2008,Police,SNIM,0,3
Championnat D1 2007/2008,25.05.2008,ASAC Concorde,Garde Nationale,3,0
Championnat D1 2007/2008,24.05.2008,Nasr Sebkha,SNIM,3,0
Championnat D1 2007/2008,24.05.2008,Nouadhibou,Mauritel Mobile,0,0
Championnat D1 2007/2008,24.05.2008,Police,Armee,1,0
Championnat D1 2007/2008,23.05.2008,ASAC Concorde,Tevragh-Zeina,2,1
Championnat D1 2007/2008,23.05.2008,FC Trarza,Ksar,0,0
Championnat D1 2007/2008,23.05.2008,Tidjikja,Garde Nationale,3,2
Championnat D1 2007/2008,18.05.2008,Nasr Sebkha,FC Trarza,0,0
Championnat D1 2007/2008,18.05.2008,Police,Tevragh-Zeina,0,2
Championnat D1 2007/2008,17.05.2008,Ksar,Tidjikja,3,0
Championnat D1 2007/2008,17.05.2008,SNIM,Mauritel Mobile,0,0
Championnat D1 2007/2008,08.04.2008,Armee,Nouadhibou,1,1
Championnat D1 2007/2008,05.04.2008,Ksar,Nasr Sebkha,1,2
Championnat D1 2007/2008,05.04.2008,Police,Nouadhibou,0,1
Championnat D1 2007/2008,05.04.2008,SNIM,ASAC Concorde,0,1
Championnat D1 2007/2008,04.04.2008,FC Trarza,Armee,1,2
Championnat D1 2007/2008,04.04.2008,Tevragh-Zeina,Garde Nationale,2,1
Championnat D1 2007/2008,04.04.2008,Tidjikja,Mauritel Mobile,1,0
Championnat D1 2007/2008,28.03.2008,SNIM,Nouadhibou,2,0
Championnat D1 2007/2008,18.03.2008,SNIM,Armee,2,2
Championnat D1 2007/2008,15.03.2008,Nasr Sebkha,ASAC Concorde,0,1
Championnat D1 2007/2008,15.03.2008,Nouadhibou,Garde Nationale,1,0
Championnat D1 2007/2008,15.03.2008,Tidjikja,Police,3,1
Championnat D1 2007/2008,14.03.2008,Armee,Mauritel Mobile,0,0
Championnat D1 2007/2008,14.03.2008,FC Trarza,Tevragh-Zeina,3,0
Championnat D1 2007/2008,14.03.2008,SNIM,Ksar,0,3
Championnat D1 2007/2008,08.03.2008,Armee,Ksar,0,1
Championnat D1 2007/2008,08.03.2008,Nasr Sebkha,Police,0,0
Championnat D1 2007/2008,08.03.2008,Tidjikja,SNIM,1,1
Championnat D1 2007/2008,07.03.2008,Garde Nationale,FC Trarza,0,2
Championnat D1 2007/2008,07.03.2008,Mauritel Mobile,Tevragh-Zeina,3,1
Championnat D1 2007/2008,07.03.2008,Nouadhibou,ASAC Concorde,0,0
Championnat D1 2007/2008,01.03.2008,ASAC Concorde,Ksar,1,0
Championnat D1 2007/2008,01.03.2008,Mauritel Mobile,FC Trarza,2,0
Championnat D1 2007/2008,29.02.2008,Garde Nationale,Police,1,0
Championnat D1 2007/2008,29.02.2008,Tidjikja,Nasr Sebkha,1,2
Championnat D1 2007/2008,26.02.2008,Tevragh-Zeina,Nouadhibou,1,2
Championnat D1 2007/2008,23.02.2008,ASAC Concorde,Police,1,0
Championnat D1 2007/2008,23.02.2008,Nasr Sebkha,Nouadhibou,1,1
Championnat D1 2007/2008,23.02.2008,Tidjikja,FC Trarza,1,1
Championnat D1 2007/2008,22.02.2008,Mauritel Mobile,Ksar,2,1
Championnat D1 2007/2008,22.02.2008,SNIM,Garde Nationale,2,0
Championnat D1 2007/2008,22.02.2008,Tevragh-Zeina,Armee,1,0
Championnat D1 2007/2008,09.02.2008,Garde Nationale,Ksar,0,2
Championnat D1 2007/2008,09.02.2008,Tevragh-Zeina,Nasr Sebkha,1,1
Championnat D1 2007/2008,08.02.2008,ASAC Concorde,Armee,0,0
Championnat D1 2007/2008,08.02.2008,FC Trarza,SNIM,0,1
Championnat D1 2007/2008,08.02.2008,Mauritel Mobile,Police,1,1
Championnat D1 2007/2008,08.02.2008,Nouadhibou,Tidjikja,1,2
Championnat D1 2007/2008,02.02.2008,Garde Nationale,Armee,3,1
Championnat D1 2007/2008,02.02.2008,Mauritel Mobile,Nasr Sebkha,1,0
Championnat D1 2007/2008,01.02.2008,FC Trarza,Police,0,0
Championnat D1 2007/2008,01.02.2008,Nouadhibou,Ksar,1,1
Championnat D1 2007/2008,01.02.2008,Tevragh-Zeina,SNIM,1,1
Championnat D1 2007/2008,01.02.2008,Tidjikja,ASAC Concorde,0,0
Championnat D1 2007/2008,26.01.2008,Tevragh-Zeina,Ksar,0,0
Championnat D1 2007/2008,26.01.2008,Tidjikja,Armee,2,0
Championnat D1 2007/2008,25.01.2008,Garde Nationale,Nasr Sebkha,0,2
Championnat D1 2007/2008,25.01.2008,Mauritel Mobile,ASAC Concorde,0,2
Championnat D1 2007/2008,25.01.2008,SNIM,Police,1,0
Championnat D1 2007/2008,22.01.2008,FC Trarza,Nouadhibou,1,1
Championnat D1 2007/2008,19.01.2008,Armee,Police,0,2
Championnat D1 2007/2008,19.01.2008,Ksar,FC Trarza,4,0
Championnat D1 2007/2008,19.01.2008,Mauritel Mobile,Nouadhibou,3,0
Championnat D1 2007/2008,18.01.2008,Garde Nationale,Tidjikja,0,2
Championnat D1 2007/2008,18.01.2008,SNIM,Nasr Sebkha,1,0
Championnat D1 2007/2008,18.01.2008,Tevragh-Zeina,ASAC Concorde,0,0
Championnat D1 2007/2008,12.01.2008,FC Trarza,Nasr Sebkha,0,2
Championnat D1 2007/2008,12.01.2008,Tevragh-Zeina,Police,0,1
Championnat D1 2007/2008,11.01.2008,Garde Nationale,ASAC Concorde,1,0
Championnat D1 2007/2008,11.01.2008,Nouadhibou,Armee,3,1
Championnat D1 2007/2008,11.01.2008,Tidjikja,Ksar,0,1
Championnat D1 2007/2008,08.01.2008,Mauritel Mobile,SNIM,1,2
Championnat D1 2007/2008,05.01.2008,Armee,FC Trarza,0,3
Championnat D1 2007/2008,05.01.2008,ASAC Concorde,SNIM,1,0
Championnat D1 2007/2008,05.01.2008,Nasr Sebkha,Ksar,3,1
Championnat D1 2007/2008,04.01.2008,Garde Nationale,Tevragh-Zeina,0,1
Championnat D1 2007/2008,04.01.2008,Mauritel Mobile,Tidjikja,2,0
Championnat D1 2007/2008,04.01.2008,Nouadhibou,Police,2,2
Championnat D1 2007/2008,29.12.2007,Nasr Sebkha,Armee,0,0
Championnat D1 2007/2008,29.12.2007,Police,Ksar,0,3
Championnat D1 2007/2008,28.12.2007,FC Trarza,ASAC Concorde,0,1
Championnat D1 2007/2008,28.12.2007,Mauritel Mobile,Garde Nationale,0,0
Championnat D1 2007/2008,28.12.2007,Nouadhibou,SNIM,2,2
Championnat D1 2007/2008,28.12.2007,Tidjikja,Tevragh-Zeina,1,0
Championnat D1 2009,26.07.2009,Dar Naim,Mauritel Mobile,2,1
Championnat D1 2009,26.07.2009,Tevragh-Zeina,FC Trarza,1,1
Championnat D1 2009,25.07.2009,Nasr Sebkha,Garde Nationale,1,1
Championnat D1 2009,25.07.2009,Nouadhibou,ASAC Concorde,0,3
Championnat D1 2009,21.07.2009,Ksar,FC Trarza,2,1
Championnat D1 2009,17.07.2009,Garde Nationale,Mauritel Mobile,0,3
Championnat D1 2009,17.07.2009,Nouadhibou,Ksar,1,2
Championnat D1 2009,17.07.2009,Tevragh-Zeina,Nasr Sebkha,0,0
Championnat D1 2009,15.07.2009,Tidjikja,Dar Naim,2,2
Championnat D1 2009,14.07.2009,Kedia,SNIM,0,0
Championnat D1 2009,14.07.2009,Ksar,Garde Nationale,1,0
Championnat D1 2009,14.07.2009,Tevragh-Zeina,Mauritel Mobile,1,0
Championnat D1 2009,11.07.2009,Dar Naim,ASAC Concorde,0,2
Championnat D1 2009,11.07.2009,Tidjikja,Ksar,1,3
Championnat D1 2009,10.07.2009,Kedia,Nouadhibou,2,0
Championnat D1 2009,10.07.2009,Nasr Sebkha,FC Trarza,3,0
Championnat D1 2009,10.07.2009,SNIM,Garde Nationale,3,0
Championnat D1 2009,30.06.2009,ASAC Concorde,SNIM,1,1
Championnat D1 2009,30.06.2009,FC Trarza,Kedia,2,3
Championnat D1 2009,27.06.2009,Garde Nationale,Tidjikja,0,3
Championnat D1 2009,27.06.2009,Mauritel Mobile,Kedia,0,2
Championnat D1 2009,26.06.2009,ASAC Concorde,Tevragh-Zeina,1,0
Championnat D1 2009,26.06.2009,FC Trarza,SNIM,2,3
Championnat D1 2009,26.06.2009,Nouadhibou,Dar Naim,0,0
Championnat D1 2009,24.06.2009,Tidjikja,Kedia,0,2
Championnat D1 2009,23.06.2009,Nasr Sebkha,SNIM,1,0
Championnat D1 2009,20.06.2009,ASAC Concorde,Garde Nationale,0,0
Championnat D1 2009,20.06.2009,SNIM,Nouadhibou,1,1
Championnat D1 2009,20.06.2009,Tevragh-Zeina,Dar Naim,1,1
Championnat D1 2009,19.06.2009,Ksar,Nasr Sebkha,1,2
Championnat D1 2009,19.06.2009,Mauritel Mobile,Tidjikja,2,4
Championnat D1 2009,13.06.2009,Garde Nationale,Tevragh-Zeina,0,1
Championnat D1 2009,12.06.2009,FC Trarza,Tidjikja,1,0
Championnat D1 2009,12.06.2009,Kedia,Nasr Sebkha,0,0
Championnat D1 2009,12.06.2009,Ksar,ASAC Concorde,2,2
Championnat D1 2009,12.06.2009,SNIM,Dar Naim,3,0
Championnat D1 2009,30.05.2009,ASAC Concorde,Tidjikja,0,0
Championnat D1 2009,30.05.2009,Dar Naim,Nasr Sebkha,2,1
Championnat D1 2009,29.05.2009,FC Trarza,Nouadhibou,1,0
Championnat D1 2009,29.05.2009,Kedia,Tevragh-Zeina,0,0
Championnat D1 2009,29.05.2009,Mauritel Mobile,Ksar,2,0
Championnat D1 2009,26.05.2009,Mauritel Mobile,Nouadhibou,0,1
Championnat D1 2009,23.05.2009,Tevragh-Zeina,Ksar,1,1
Championnat D1 2009,23.05.2009,Tidjikja,Nasr Sebkha,0,0
Championnat D1 2009,22.05.2009,ASAC Concorde,FC Trarza,5,0
Championnat D1 2009,22.05.2009,Garde Nationale,Nouadhibou,2,2
Championnat D1 2009,22.05.2009,SNIM,Mauritel Mobile,1,0
Championnat D1 2009,16.05.2009,ASAC Concorde,Kedia,6,0
Championnat D1 2009,16.05.2009,Ksar,Dar Naim,2,1
Championnat D1 2009,15.05.2009,FC Trarza,Garde Nationale,0,1
Championnat D1 2009,15.05.2009,Nasr Sebkha,Mauritel Mobile,3,2
Championnat D1 2009,15.05.2009,Nouadhibou,Tevragh-Zeina,2,1
Championnat D1 2009,12.05.2009,Dar Naim,Kedia,1,4
Championnat D1 2009,09.05.2009,Ksar,SNIM,1,1
Championnat D1 2009,09.05.2009,Tidjikja,Tevragh-Zeina,1,0
Championnat D1 2009,08.05.2009,FC Trarza,Dar Naim,3,1
Championnat D1 2009,08.05.2009,Garde Nationale,Kedia,0,1
Championnat D1 2009,08.05.2009,Mauritel Mobile,ASAC Concorde,0,2
Championnat D1 2009,08.05.2009,Nouadhibou,Nasr Sebkha,1,1
Championnat D1 2009,05.05.2009,Tidjikja,SNIM,0,0
Championnat D1 2009,02.05.2009,Mauritel Mobile,FC Trarza,2,1
Championnat D1 2009,02.05.2009,Tevragh-Zeina,SNIM,1,0
Championnat D1 2009,01.05.2009,Dar Naim,Garde Nationale,0,2
Championnat D1 2009,01.05.2009,Kedia,Ksar,2,1
Championnat D1 2009,01.05.2009,Nasr Sebkha,ASAC Concorde,2,2
Championnat D1 2009,01.05.2009,Nouadhibou,Tidjikja,0,0
Championnat D1 2009,24.04.2009,FC Trarza,Mauritel Mobile,0,1
Championnat D1 2009,18.04.2009,SNIM,ASAC Concorde,0,0
Championnat D1 2009,18.04.2009,Tevragh-Zeina,Tidjikja,1,1
Championnat D1 2009,17.04.2009,FC Trarza,Ksar,0,2
Championnat D1 2009,17.04.2009,Nasr Sebkha,Dar Naim,4,0
Championnat D1 2009,15.04.2009,Garde Nationale,Dar Naim,3,0
Championnat D1 2009,14.04.2009,ASAC Concorde,Mauritel Mobile,0,1
Championnat D1 2009,14.04.2009,Nouadhibou,Kedia,0,0
Championnat D1 2009,11.04.2009,Dar Naim,Nouadhibou,2,1
Championnat D1 2009,11.04.2009,SNIM,Kedia,0,0
Championnat D1 2009,11.04.2009,Tidjikja,Mauritel Mobile,3,2
Championnat D1 2009,10.04.2009,FC Trarza,Tevragh-Zeina,0,1
Championnat D1 2009,10.04.2009,Garde Nationale,Nasr Sebkha,1,2
Championnat D1 2009,07.04.2009,Ksar,Nouadhibou,1,0
Championnat D1 2009,04.04.2009,ASAC Concorde,Dar Naim,1,1
Championnat D1 2009,04.04.2009,Tidjikja,Garde Nationale,3,0
Championnat D1 2009,03.04.2009,Kedia,FC Trarza,3,0
Championnat D1 2009,03.04.2009,Ksar,Mauritel Mobile,1,0
Championnat D1 2009,03.04.2009,SNIM,Nasr Sebkha,1,0
Championnat D1 2009,03.04.2009,Tevragh-Zeina,Nouadhibou,3,0
Championnat D1 2009,28.03.2009,Garde Nationale,Ksar,0,0
Championnat D1 2009,28.03.2009,Kedia,Mauritel Mobile,0,0
Championnat D1 2009,28.03.2009,Nasr Sebkha,Tevragh-Zeina,1,1
Championnat D1 2009,27.03.2009,Nouadhibou,SNIM,0,2
Championnat D1 2009,27.03.2009,Tidjikja,ASAC Concorde,1,2
Championnat D1 2009,14.03.2009,Nasr Sebkha,Ksar,1,1
Championnat D1 2009,14.03.2009,Tevragh-Zeina,ASAC Concorde,2,2
Championnat D1 2009,13.03.2009,Garde Nationale,FC Trarza,1,2
Championnat D1 2009,13.03.2009,Kedia,Tidjikja,1,2
Championnat D1 2009,13.03.2009,Mauritel Mobile,Dar Naim,2,2
Championnat D1 2009,10.03.2009,SNIM,FC Trarza,1,0
Championnat D1 2009,07.03.2009,Mauritel Mobile,Nasr Sebkha,1,1
Championnat D1 2009,07.03.2009,Tevragh-Zeina,Garde Nationale,3,1
Championnat D1 2009,06.03.2009,Kedia,ASAC Concorde,0,0
Championnat D1 2009,06.03.2009,Ksar,Tidjikja,0,0
Championnat D1 2009,06.03.2009,Nouadhibou,FC Trarza,0,0
Championnat D1 2009,28.02.2009,Dar Naim,FC Trarza,1,0
Championnat D1 2009,28.02.2009,Mauritel Mobile,SNIM,0,1
Championnat D1 2009,27.02.2009,ASAC Concorde,Ksar,1,1
Championnat D1 2009,27.02.2009,Nasr Sebkha,Tidjikja,0,1
Championnat D1 2009,27.02.2009,Nouadhibou,Garde Nationale,1,1
Championnat D1 2009,24.02.2009,Dar Naim,SNIM,0,1
Championnat D1 2009,21.02.2009,Dar Naim,Tidjikja,1,1
Championnat D1 2009,21.02.2009,Garde Nationale,SNIM,1,2
Championnat D1 2009,20.02.2009,FC Trarza,ASAC Concorde,1,2
Championnat D1 2009,20.02.2009,Ksar,Tevragh-Zeina,1,0
Championnat D1 2009,20.02.2009,Nasr Sebkha,Kedia,0,0
Championnat D1 2009,20.02.2009,Nouadhibou,Mauritel Mobile,1,0
Championnat D1 2009,17.02.2009,Tevragh-Zeina,Kedia,0,0
Championnat D1 2009,14.02.2009,Ksar,Kedia,0,0
Championnat D1 2009,14.02.2009,Mauritel Mobile,Garde Nationale,0,0
Championnat D1 2009,13.02.2009,Dar Naim,Tevragh-Zeina,1,4
Championnat D1 2009,13.02.2009,FC Trarza,Nasr Sebkha,1,1
Championnat D1 2009,13.02.2009,SNIM,Tidjikja,1,0
Championnat D1 2009,07.02.2009,Nasr Sebkha,Nouadhibou,0,1
Championnat D1 2009,07.02.2009,Tidjikja,FC Trarza,1,0
Championnat D1 2009,06.02.2009,Garde Nationale,ASAC Concorde,0,3
Championnat D1 2009,06.02.2009,Kedia,Dar Naim,3,1
Championnat D1 2009,06.02.2009,Mauritel Mobile,Tevragh-Zeina,0,1
Championnat D1 2009,06.02.2009,SNIM,Ksar,1,1
Championnat D1 2009,03.02.2009,ASAC Concorde,Nouadhibou,2,0
Championnat D1 2009,31.01.2009,ASAC Concorde,Nasr Sebkha,1,0
Championnat D1 2009,31.01.2009,Dar Naim,Ksar,0,1
Championnat D1 2009,30.01.2009,Kedia,Garde Nationale,4,1
Championnat D1 2009,30.01.2009,SNIM,Tevragh-Zeina,1,0
Championnat D1 2009,30.01.2009,Tidjikja,Nouadhibou,1,0
Championnat D1 2010,21.05.2010,Dar Naim,Tevragh-Zeina,0,4
Championnat D1 2010,21.05.2010,Kedia,SNIM,0,2
Championnat D1 2010,21.05.2010,Ksar,Tidjikja,0,0
Championnat D1 2010,21.05.2010,Nasr Sebkha,ASAC Concorde,1,2
Championnat D1 2010,21.05.2010,Nouadhibou,Dar El Barka,1,2
Championnat D1 2010,21.05.2010,Teyarett,Mauritel Mobile,0,1
Championnat D1 2010,15.05.2010,Dar Naim,Mauritel Mobile,1,2
Championnat D1 2010,14.05.2010,Dar El Barka,Tevragh-Zeina,0,7
Championnat D1 2010,14.05.2010,Nasr Sebkha,Kedia,3,2
Championnat D1 2010,14.05.2010,SNIM,ASAC Concorde,2,0
Championnat D1 2010,14.05.2010,Teyarett,Ksar,0,0
Championnat D1 2010,14.05.2010,Tidjikja,Nouadhibou,0,1
Championnat D1 2010,08.05.2010,ASAC Concorde,Dar Naim,2,0
Championnat D1 2010,08.05.2010,Kedia,Dar El Barka,1,0
Championnat D1 2010,08.05.2010,Mauritel Mobile,Tidjikja,0,0
Championnat D1 2010,07.05.2010,Ksar,Nasr Sebkha,1,0
Championnat D1 2010,07.05.2010,SNIM,Teyarett,4,1
Championnat D1 2010,07.05.2010,Tevragh-Zeina,Nouadhibou,1,0
Championnat D1 2010,05.05.2010,Dar El Barka,ASAC Concorde,1,7
Championnat D1 2010,04.05.2010,Dar Naim,Nasr Sebkha,1,1
Championnat D1 2010,04.05.2010,Kedia,Teyarett,0,0
Championnat D1 2010,04.05.2010,Ksar,SNIM,2,2
Championnat D1 2010,04.05.2010,Nouadhibou,Mauritel Mobile,2,0
Championnat D1 2010,04.05.2010,Tidjikja,Tevragh-Zeina,0,1
Championnat D1 2010,02.05.2010,Kedia,ASAC Concorde,2,1
Championnat D1 2010,01.05.2010,Dar El Barka,SNIM,1,2
Championnat D1 2010,01.05.2010,Mauritel Mobile,Tevragh-Zeina,1,2
Championnat D1 2010,01.05.2010,Nasr Sebkha,Teyarett,3,2
Championnat D1 2010,01.05.2010,Nouadhibou,Ksar,1,0
Championnat D1 2010,01.05.2010,Tidjikja,Dar Naim,0,0
Championnat D1 2010,28.04.2010,ASAC Concorde,Nouadhibou,2,2
Championnat D1 2010,28.04.2010,Dar Naim,Kedia,1,1
Championnat D1 2010,28.04.2010,Ksar,Tevragh-Zeina,1,2
Championnat D1 2010,28.04.2010,Nasr Sebkha,Dar El Barka,2,0
Championnat D1 2010,28.04.2010,SNIM,Mauritel Mobile,3,0
Championnat D1 2010,28.04.2010,Teyarett,Tidjikja,1,2
Championnat D1 2010,24.04.2010,Dar El Barka,Mauritel Mobile,0,3
Championnat D1 2010,24.04.2010,Dar Naim,SNIM,0,1
Championnat D1 2010,24.04.2010,Nasr Sebkha,Tidjikja,2,2
Championnat D1 2010,24.04.2010,Teyarett,Tevragh-Zeina,1,3
Championnat D1 2010,23.04.2010,ASAC Concorde,Ksar,2,0
Championnat D1 2010,23.04.2010,Kedia,Nouadhibou,2,1
Championnat D1 2010,20.04.2010,ASAC Concorde,Teyarett,4,0
Championnat D1 2010,20.04.2010,Dar El Barka,Ksar,1,2
Championnat D1 2010,20.04.2010,Kedia,Mauritel Mobile,1,2
Championnat D1 2010,20.04.2010,Nasr Sebkha,Tevragh-Zeina,1,0
Championnat D1 2010,20.04.2010,Nouadhibou,Dar Naim,0,0
Championnat D1 2010,20.04.2010,Tidjikja,SNIM,1,1
Championnat D1 2010,17.04.2010,Dar Naim,Dar El Barka,1,3
Championnat D1 2010,17.04.2010,Kedia,Tidjikja,0,1
Championnat D1 2010,17.04.2010,SNIM,Nasr Sebkha,1,1
Championnat D1 2010,17.04.2010,Tevragh-Zeina,ASAC Concorde,1,0
Championnat D1 2010,16.04.2010,Mauritel Mobile,Ksar,0,0
Championnat D1 2010,16.04.2010,Nouadhibou,Teyarett,2,0
Championnat D1 2010,14.04.2010,Teyarett,Dar Naim,3,1
Championnat D1 2010,13.04.2010,ASAC Concorde,Mauritel Mobile,1,3
Championnat D1 2010,13.04.2010,Dar El Barka,Tidjikja,0,0
Championnat D1 2010,13.04.2010,Ksar,Kedia,1,2
Championnat D1 2010,13.04.2010,Nasr Sebkha,Nouadhibou,1,0
Championnat D1 2010,13.04.2010,SNIM,Tevragh-Zeina,1,1
Championnat D1 2010,10.04.2010,Dar Naim,Ksar,0,1
Championnat D1 2010,09.04.2010,Mauritel Mobile,Nasr Sebkha,3,2
Championnat D1 2010,09.04.2010,Nouadhibou,SNIM,1,0
Championnat D1 2010,09.04.2010,Tidjikja,ASAC Concorde,0,1
Championnat D1 2010,06.04.2010,Tevragh-Zeina,Kedia,7,0
Championnat D1 2010,06.04.2010,Teyarett,Dar El Barka,3,1
Championnat D1 2010,02.04.2010,Mauritel Mobile,SNIM,0,1
Championnat D1 2010,30.03.2010,Mauritel Mobile,Nouadhibou,0,2
Championnat D1 2010,27.03.2010,ASAC Concorde,Nasr Sebkha,1,0
Championnat D1 2010,27.03.2010,Mauritel Mobile,Teyarett,1,2
Championnat D1 2010,26.03.2010,Dar El Barka,Nouadhibou,2,1
Championnat D1 2010,26.03.2010,SNIM,Kedia,1,2
Championnat D1 2010,26.03.2010,Tevragh-Zeina,Dar Naim,5,0
Championnat D1 2010,26.03.2010,Tidjikja,Ksar,0,1
Championnat D1 2010,23.03.2010,Teyarett,Nouadhibou,1,1
Championnat D1 2010,20.03.2010,Kedia,Nasr Sebkha,3,2
Championnat D1 2010,20.03.2010,Mauritel Mobile,Dar Naim,0,2
Championnat D1 2010,20.03.2010,Nouadhibou,Tidjikja,1,1
Championnat D1 2010,20.03.2010,Tevragh-Zeina,Dar El Barka,2,1
Championnat D1 2010,19.03.2010,ASAC Concorde,SNIM,0,1
Championnat D1 2010,19.03.2010,Ksar,Teyarett,1,1
Championnat D1 2010,17.03.2010,Tidjikja,Mauritel Mobile,0,3
Championnat D1 2010,16.03.2010,Dar El Barka,Kedia,1,2
Championnat D1 2010,16.03.2010,Dar Naim,ASAC Concorde,1,3
Championnat D1 2010,16.03.2010,Nasr Sebkha,Ksar,0,2
Championnat D1 2010,16.03.2010,Nouadhibou,Tevragh-Zeina,2,0
Championnat D1 2010,16.03.2010,Teyarett,SNIM,0,1
Championnat D1 2010,13.03.2010,ASAC Concorde,Dar El Barka,4,2
Championnat D1 2010,13.03.2010,Nasr Sebkha,Dar Naim,3,0
Championnat D1 2010,13.03.2010,Tevragh-Zeina,Tidjikja,1,2
Championnat D1 2010,13.03.2010,Teyarett,Kedia,0,0
Championnat D1 2010,12.03.2010,SNIM,Ksar,1,0
Championnat D1 2010,10.03.2010,ASAC Concorde,Kedia,2,2
Championnat D1 2010,10.03.2010,Dar Naim,Tidjikja,1,3
Championnat D1 2010,09.03.2010,SNIM,Dar El Barka,2,1
Championnat D1 2010,09.03.2010,Tevragh-Zeina,Mauritel Mobile,1,0
Championnat D1 2010,09.03.2010,Teyarett,Nasr Sebkha,0,0
Championnat D1 2010,06.03.2010,Dar El Barka,Nasr Sebkha,1,2
Championnat D1 2010,06.03.2010,Kedia,Dar Naim,4,1
Championnat D1 2010,06.03.2010,Tidjikja,Teyarett,1,2
Championnat D1 2010,05.03.2010,Nouadhibou,ASAC Concorde,1,0
Championnat D1 2010,05.03.2010,Tevragh-Zeina,Ksar,1,1
Championnat D1 2010,02.03.2010,Dar El Barka,Dar Naim,1,0
Championnat D1 2010,27.02.2010,SNIM,Dar Naim,0,0
Championnat D1 2010,27.02.2010,Tidjikja,Nasr Sebkha,0,3
Championnat D1 2010,26.02.2010,Mauritel Mobile,Dar El Barka,2,0
Championnat D1 2010,26.02.2010,Nouadhibou,Kedia,1,0
Championnat D1 2010,26.02.2010,Tevragh-Zeina,Teyarett,5,0
Championnat D1 2010,23.02.2010,Ksar,Nouadhibou,1,0
Championnat D1 2010,23.02.2010,Dar Naim,Teyarett,0,2
Championnat D1 2010,23.02.2010,Tidjikja,Dar El Barka,1,0
Championnat D1 2010,20.02.2010,Ksar,Dar El Barka,1,0
Championnat D1 2010,20.02.2010,Teyarett,ASAC Concorde,0,1
Championnat D1 2010,19.02.2010,Dar Naim,Nouadhibou,0,0
Championnat D1 2010,16.02.2010,Dar El Barka,Teyarett,0,0
